id;fr;en;primary;secondary;weightType;includeBodyweight
692214511c858345acc2d2c3;Rowing Meadows;Meadows Row;lats;upper_back|biceps|forearms;external_free;false
692214511c858345acc2d2c6;Shrug poulie;Cable Shrug;traps;deltoids_side;external_machine;false
692214511c858345acc2d2c9;Extension mollets assis une jambe;Single Leg Seated Calf Raise;calves;;external_free;false
692214511c858345acc2d2cc;Rotation buste poulie;Cable Woodchopper;obliques;abs;external_machine;false
692214511c858345acc2d2cf;Tirage un bras;One Arm Pulldown;lats;upper_back|biceps|forearms;external_machine;false
692214511c858345acc2d2d2;Arraché depuis les cuisses;Hang Snatch;quads;glutes|hamstrings|traps|deltoids_front;external_free;false
692214511c858345acc2d2d5;Développé Spoto;Spoto Press;chest;deltoids_front|triceps;external_free;false
692214511c858345acc2d2d8;Tirage vertical un bras;One Arm Lat Pulldown;lats;upper_back|biceps|forearms;external_machine;false
692214511c858345acc2d2db;Curl Spider;Spider Curl;biceps;forearms;external_free;false
692214511c858345acc2d2de;Crunchs debout poulie;Standing Cable Crunch;abs;obliques|quads;external_machine;false
692214511c858345acc2d2e1;Crunchs poulie haute;High Pulley Crunch;abs;obliques|quads;external_machine;false
692214511c858345acc2d2e4;Curl biceps poulie au dessus de la tête;Overhead Cable Curl;biceps;forearms;external_machine;false
692214511c858345acc2d2e7;Flexions latérales chaise romaine;Roman Chair Side Bend;obliques;abs;external_free;false
692214511c858345acc2d2ea;Curl poignets inversé haltères;Dumbbell Reverse Wrist Curl;biceps;forearms;external_free;false
692214511c858345acc2d2ed;Curl Rotation;Zottman Curl;biceps;forearms;external_free;false
692214511c858345acc2d2f0;Curl incliné poulie;Incline Cable Curl;biceps;forearms;external_machine;false
692214511c858345acc2d2f3;Rowing renegade;Renegade Row;lats;upper_back|biceps|forearms;external_free;false
692214511c858345acc2d2f6;Curl biceps allongé poulie;Lying Cable Curl;biceps;forearms;external_machine;false
692214511c858345acc2d2f9;Tirage sur banc haltères;Dumbbell Bench Pull;chest;deltoids_front|triceps;external_free;false
692214511c858345acc2d2fc;Développé landmine un bras;One Arm Landmine Press;chest;deltoids_front|triceps;external_free;false
692214511c858345acc2d2ff;Squat avant haltères;Dumbbell Front Squat;quads;glutes|hamstrings|calves;external_free;false
692214511c858345acc2d302;Rowing assis un bras poulie;One Arm Seated Cable Row;lats;upper_back|biceps|forearms;external_machine;false
692214511c858345acc2d305;Développé Tate;Tate Press;chest;deltoids_front|triceps;external_free;false
692214511c858345acc2d308;Curl marteau poulie;Cable Hammer Curl;biceps;forearms;external_machine;false
692214511c858345acc2d30b;Extension de hanche au sol;Floor Hip Extension;glutes;hamstrings;external_free;false
692214521c858345acc2d30e;Développé Z haltères;Dumbbell Z Press;chest;deltoids_front|triceps;external_free;false
692214521c858345acc2d311;Squat fente haltères;Dumbbell Split Squat;quads;glutes|hamstrings|calves;external_free;false
692214521c858345acc2d314;Lancé de médecine ball;Wall Ball;quads;glutes|deltoids_front|triceps;external_free;false
692214521c858345acc2d317;Abduction de hanche au sol;Floor Hip Abduction;abductors;glutes;external_free;false
692214521c858345acc2d31a;Curl inversé haltères;Dumbbell Reverse Curl;biceps;forearms;external_free;false
692214521c858345acc2d31d;Traction claquée;Clap Pull Up;lats;upper_back|biceps|forearms;bodyweight_plus_external;true
692214521c858345acc2d320;Pull-over barre bras fléchis;Bent Arm Barbell Pullover;lats;upper_back|biceps|forearms;external_free;false
692214521c858345acc2d323;Muscle-up anneaux;Ring Muscle Ups;lats;chest|deltoids_front|biceps|triceps|abs;bodyweight_plus_external;true
692214521c858345acc2d326;Thruster haltères;Dumbbell Thruster;quads;glutes|deltoids_front|triceps;external_free;false
692214521c858345acc2d329;Écarté décliné haltères;Decline Dumbbell Fly;chest;deltoids_front|triceps;external_free;false
692214521c858345acc2d32c;Tirage vertical haltères;Dumbbell High Pull;traps;deltoids_side|forearms;external_free;false
692214521c858345acc2d32f;Tirage visage haltères;Dumbbell Face Pull;deltoids_rear;traps|biceps;external_free;false
692214521c858345acc2d332;Épaulé explosif avec haltères depuis les cuisses;Dumbbell Hang Clean;quads;glutes|hamstrings|deltoids_front;external_free;false
692214521c858345acc2d335;Extension mollets marchés haltères;Dumbbell Walking Calf Raise;calves;;external_free;false
692214521c858345acc2d338;Développé poussé haltères;Dumbbell Push Press;chest;deltoids_front|triceps;external_free;false
692214521c858345acc2d33b;Élévations Y incliné haltères;Dumbbell Incline Y Raise;deltoids_side;deltoids_rear|traps;external_free;false
692214521c858345acc2d33e;Épaulé-développé haltères;Dumbbell Clean and Press;chest;deltoids_front|triceps;external_free;false
692214521c858345acc2d341;Rotation externe poulie;Cable External Rotation;deltoids_rear;;external_machine;false
692214521c858345acc2d344;Battements de jambes;Flutter Kicks;abs;obliques|quads;external_free;false
692214521c858345acc2d347;Grimpeur;Mountain Climbers;abs;obliques|quads|deltoids_front;external_free;false
692214521c858345acc2d34a;Extension mollets à l'âne;Donkey Calf Raise;calves;;external_free;false
692214521c858345acc2d34f;Pompes sur les genoux;Knee Push-Ups;chest;deltoids_front|triceps;bodyweight_plus_external;true
692214521c858345acc2d352;Pompes prise large;Wide Push-Ups;chest;deltoids_front|triceps;bodyweight_plus_external;true
692214521c858345acc2d355;Pompes Typewriter;Typewriter Push-Ups;chest;deltoids_front|triceps;bodyweight_plus_external;true
692214521c858345acc2d358;Pseudo Planche Push-Up;Pseudo Planche Push-Up;chest;deltoids_front|triceps;bodyweight_plus_external;true
692214521c858345acc2d35b;Maltese Push-Up;Maltese Push-Up;chest;deltoids_front|triceps;bodyweight_plus_external;true
692214521c858345acc2d35e;Pompes sur les doigts;Finger Push-Ups;chest;deltoids_front|triceps;bodyweight_plus_external;true
692214521c858345acc2d361;Pompes sur les poings;Knuckle Push-Ups;chest;deltoids_front|triceps;bodyweight_plus_external;true
692214521c858345acc2d364;Sphinx Push-Up;Sphinx Push-Up (Triceps Extension Push-Up);chest|triceps;deltoids_front|triceps;bodyweight_plus_external;true
692214521c858345acc2d367;Hindu Push-Up;Hindu Push-Up;chest;deltoids_front|triceps;bodyweight_plus_external;true
692214521c858345acc2d36a;Pompes claquées;Clap Push-Ups;chest;deltoids_front|triceps;bodyweight_plus_external;true
692214521c858345acc2d36d;Pompes Superman;Superman Push-Ups;chest;deltoids_front|triceps;bodyweight_plus_external;true
692214521c858345acc2d370;Pompes Aztèques;Aztec Push-Ups;chest;deltoids_front|triceps;bodyweight_plus_external;true
692214521c858345acc2d373;Dips barre droite;Straight Bar Dips;chest;deltoids_front|triceps;bodyweight_plus_external;true
692214521c858345acc2d376;Dips coréens;Korean Dips;chest;deltoids_front|triceps;bodyweight_plus_external;true
692214521c858345acc2d379;Russian Dips;Russian Dips;chest;deltoids_front|triceps;bodyweight_plus_external;true
692214521c858345acc2d37c;Impossible Dip;Impossible Dip;chest;deltoids_front|triceps;bodyweight_plus_external;true
692214521c858345acc2d37f;Ring Support Hold;Ring Support Hold;triceps;chest|deltoids_front|abs;bodyweight_plus_external;true
692214521c858345acc2d382;Dips bulgares aux anneaux;Bulgarian Ring Dips;chest|quads;deltoids_front|triceps|glutes|hamstrings|calves;bodyweight_plus_external;true
692214521c858345acc2d385;Pike Push-Up pieds surélevés;Elevated Pike Push-Up;chest;deltoids_front|triceps;bodyweight_plus_external;true
692214531c858345acc2d388;Handstand Push-Up (dos au mur);Wall Handstand Push-Up (Back-to-wall);chest;deltoids_front|triceps;bodyweight_plus_external;true
692214531c858345acc2d38b;Handstand Push-Up (face au mur);Wall Handstand Push-Up (Chest-to-wall);chest;deltoids_front|triceps;bodyweight_plus_external;true
692214531c858345acc2d38e;Pompes 90 degrés;90 Degree Push-Up;chest;deltoids_front|triceps;bodyweight_plus_external;true
692214531c858345acc2d391;Suspension passive;Passive Hang;forearms;lats|deltoids_side;external_free;false
692214531c858345acc2d394;Tirage scapulaire;Scapula Pull-Up;lats;upper_back|biceps|forearms;bodyweight_plus_external;true
692214531c858345acc2d397;Tractions australiennes;Australian Pull-Ups / Body Rows;lats;upper_back|biceps|forearms;bodyweight_plus_external;true
692214531c858345acc2d39a;Tractions prise large;Wide Grip Pull-Ups;lats;upper_back|biceps|forearms;bodyweight_plus_external;true
692214531c858345acc2d39d;Tractions prise serrée;Close Grip Pull-Ups;lats;upper_back|biceps|forearms;bodyweight_plus_external;true
692214531c858345acc2d3a0;Commando Pull-Up;Commando Pull-Up;lats;upper_back|biceps|forearms;bodyweight_plus_external;true
692214531c858345acc2d3a3;Tractions L-Sit;L-Sit Pull-Up;lats|abs;upper_back|biceps|forearms|obliques|quads;bodyweight_plus_external;true
692214531c858345acc2d3a6;Archer Pull-Up;Archer Pull-Up;lats;upper_back|biceps|forearms;bodyweight_plus_external;true
692214531c858345acc2d3a9;Typewriter Pull-Up;Typewriter Pull-Up;lats;upper_back|biceps|forearms;bodyweight_plus_external;true
692214531c858345acc2d3ac;High Pull-Up (explosif);High Pull-Up;lats;upper_back|biceps|forearms;bodyweight_plus_external;true
692214531c858345acc2d3af;OAP assistée;One Arm Pull-Up (Assisted);lats;upper_back|biceps|forearms;bodyweight_plus_external;true
692214531c858345acc2d3b2;OAP négative;One Arm Pull-Up (Negative);lats;upper_back|biceps|forearms;bodyweight_plus_external;true
692214531c858345acc2d3b5;Tractions Front Lever;Front Lever Pull-Up;lats;upper_back|biceps|forearms;bodyweight_plus_external;true
692214531c858345acc2d3b8;Muscle-Up Kipping;Muscle-Up (Kipping);lats;chest|deltoids_front|biceps|triceps|abs;bodyweight_plus_external;true
692214531c858345acc2d3bb;Muscle-Up prise large;Wide Grip Muscle-Up;lats;chest|deltoids_front|biceps|triceps|abs;bodyweight_plus_external;true
692214531c858345acc2d3be;Rowing aux anneaux;Ring Rows;lats;upper_back|biceps|forearms;external_free;false
692214531c858345acc2d3c1;Face Pull aux anneaux;Ring Face Pull;deltoids_rear;traps|biceps;external_free;false
692214531c858345acc2d3c4;Pelican Curl;Pelican Curl;biceps;forearms;external_free;false
692214531c858345acc2d3c7;Hefesto;Hefesto;biceps;lats|deltoids_front|forearms;bodyweight_plus_external;true
692214531c858345acc2d3ca;Squat prisonnier;Prisoner Squat;quads;glutes|hamstrings|calves;external_free;false
692214531c858345acc2d3cd;Pistol Squat assisté;Assisted Pistol Squat;quads;glutes|hamstrings|calves;external_free;false
692214531c858345acc2d3d0;Dragon Pistol Squat;Dragon Pistol Squat;quads;glutes|hamstrings|calves;external_free;false
692214531c858345acc2d3d3;Shrimp Squat;Shrimp Squat;quads;glutes|hamstrings|calves;external_free;false
692214531c858345acc2d3d6;Glute Bridge une jambe;Single Leg Glute Bridge;quads;glutes|hamstrings|calves;external_free;false
692214531c858345acc2d3d9;Extension mollets debout (2 jambes);Standing Calf Raise;calves;;external_free;false
692214531c858345acc2d3dc;Extension mollets une jambe;Single Leg Calf Raise;calves;;external_free;false
692214531c858345acc2d3df;Tibialis Raise;Tibialis Raise;calves;;external_free;false
692214531c858345acc2d3e2;Planche;Plank;abs;obliques|quads;bodyweight_plus_external;true
692214531c858345acc2d3e5;Planche latérale;Side Plank;abs;obliques|quads;bodyweight_plus_external;true
692214531c858345acc2d3e8;Hollow Hold;Hollow Body Hold;abs;obliques|quads;external_free;false
692214531c858345acc2d3eb;Maintien Superman / Arc;Superman / Arch Hold;spinal_erectors;glutes|hamstrings;external_free;false
692214531c858345acc2d3f0;Ab Wheel Rollout (genoux);Ab Wheel Rollout (Kneeling);abs;obliques|spinal_erectors|lats;bodyweight_plus_external;true
692214531c858345acc2d3f3;Ab Wheel Rollout (debout);Ab Wheel Rollout (Standing);abs;obliques|spinal_erectors|lats;bodyweight_plus_external;true
692214531c858345acc2d3f7;Around the World;Around the World;deltoids_side;deltoids_front|deltoids_rear|traps;external_free;false
692214541c858345acc2d3fc;Position du corbeau;Crow Pose;lats;upper_back|biceps|forearms;external_free;false
692214541c858345acc2d3ff;Headstand (sur la tête);Headstand;deltoids_front;triceps|abs;external_free;false
692214541c858345acc2d402;Handstand mur (ventre au mur);Handstand Wall Hold (Chest-to-wall);deltoids_front;triceps|abs;external_free;false
692214541c858345acc2d405;Handstand libre;Free Handstand;deltoids_front;triceps|abs;external_free;false
692214541c858345acc2d408;Handstand à un bras;One Arm Handstand;deltoids_front;triceps|abs;external_free;false
692214541c858345acc2d40b;Planche Lean;Planche Lean;deltoids_front;triceps|abs;bodyweight_plus_external;true
692214541c858345acc2d40e;Tuck Planche;Tuck Planche;deltoids_front;triceps|abs;bodyweight_plus_external;true
692214541c858345acc2d411;Advanced Tuck Planche;Advanced Tuck Planche;deltoids_front;triceps|abs;bodyweight_plus_external;true
692214541c858345acc2d414;Straddle Planche;Straddle Planche;deltoids_front;triceps|abs;bodyweight_plus_external;true
692214541c858345acc2d417;Full Planche;Full Planche;deltoids_front;triceps|abs;bodyweight_plus_external;true
692214541c858345acc2d41a;Tuck Front Lever;Tuck Front Lever;lats;biceps|abs;bodyweight_plus_external;true
692214541c858345acc2d41d;Advanced Tuck Front Lever;Advanced Tuck Front Lever;lats;biceps|abs;bodyweight_plus_external;true
692214541c858345acc2d420;One Leg Front Lever;One Leg Front Lever;lats;biceps|abs;bodyweight_plus_external;true
692214541c858345acc2d423;Straddle Front Lever;Straddle Front Lever;lats;biceps|abs;bodyweight_plus_external;true
692214541c858345acc2d426;Full Front Lever;Full Front Lever;lats;biceps|abs;bodyweight_plus_external;true
692214541c858345acc2d429;German Hang;German Hang;lats;biceps|abs;bodyweight_plus_external;true
692214541c858345acc2d42c;Tuck Back Lever;Tuck Back Lever;lats;biceps|abs;bodyweight_plus_external;true
692214541c858345acc2d42f;Full Back Lever;Full Back Lever;lats;biceps|abs;bodyweight_plus_external;true
692214541c858345acc2d432;Drapeau vertical;Human Flag (Vertical progression);obliques;lats|deltoids_side|glutes;bodyweight_plus_external;true
692214541c858345acc2d435;Tuck Human Flag;Tuck Human Flag;obliques;lats|deltoids_side|glutes;bodyweight_plus_external;true
692214541c858345acc2d438;Drapeau complet;Human Flag (Full);obliques;lats|deltoids_side|glutes;bodyweight_plus_external;true
692214541c858345acc2d43b;Navy Seal Burpees;Navy Seal Burpees;quads;chest|deltoids_front|glutes|abs;bodyweight_plus_external;true
692214541c858345acc2d43e;Bear Crawl;Bear Crawl;quads;chest|deltoids_front|glutes|abs;bodyweight_plus_external;true
692214541c858345acc2d444;Back Hip Circle;Back Hip Circle;lats;biceps|abs;external_free;false
